Agency,eventID,date,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,geometry
ISCBUL,7420076,2005.828526,2005,10,30,9,53,6,123.6,10.41,35.0,4.5,POINT (13759089.062048612 1165264.7111148918)
ISCBUL,8180557,2006.227546,2006,3,25,1,18,2,123.39,9.97,23.0,4.6,POINT (13735711.968982026 1115499.0280333112)
ISCBUL,8181279,2006.355748,2006,5,10,20,20,53,124.14,10.44,2.0,5.4,POINT (13819201.587076982 1168660.348995324)
ISCBUL,10365496,2007.467151,2007,6,20,12,14,19,123.56,10.12,49.0,4.6,POINT (13754636.282416882 1132456.9028585616)
PIVS,3000025157,2007.976708,2007,12,23,11,57,43,123.68,9.91,15.0,4.7,POINT (13767994.621312076 1108718.0696821064)
ISCBUL,12156670,2008.105555,2008,2,8,17,43,51,124.07,10.27,33.0,4.4,POINT (13811409.22272145 1149422.7036022258)
ISCBUL,12156877,2008.145369,2008,2,23,8,24,35,123.41,10.46,22.0,4.9,POINT (13737938.358797893 1170924.289528833)
ISCBUL,12159926,2008.624513,2008,8,17,4,42,30,124.09,10.59,1.0,4.7,POINT (13813635.612537319 1185643.4725071313)
ISCBUL,12161173,2008.823001,2008,10,29,0,59,45,123.79,10.34,9.0,5.0,POINT (13780239.765299337 1157342.824533574)
ISCBUL,13541351,2009.12336,2009,2,15,0,38,14,123.53,9.85,8.0,4.4,POINT (13751296.697693083 1101938.3518183355)
ISCBUL,13541519,2009.153122,2009,2,25,21,21,7,123.33,10.46,3.0,4.4,POINT (13729032.79953443 1170924.289528833)
PIVS,3000027562,2009.849353,2009,11,7,0,19,56,123.88,10.72,12.0,4.8,POINT (13790258.51947073 1200368.9008205587)
ISCBUL,13546026,2009.986351,2009,12,27,0,26,17,123.53,10.78,5.0,4.6,POINT (13751296.697693083 1207167.3812224693)
ISCBUL,17244583,2010.942923,2010,12,11,4,0,14,123.83,10.78,1.0,4.3,POINT (13784692.544931067 1207167.3812224693)
ISCBUL,601883588,2011.02612,2011,1,10,12,48,36,124.23,10.42,22.0,4.6,POINT (13829220.341248376 1166396.5540681488)
ISCBUL,605418597,2012.61125,2012,8,12,7,53,28,124.03,10.54,37.0,4.6,POINT (13806956.44308972 1179981.5136200252)
ISCBUL,605418618,2012.614013,2012,8,13,8,13,49,123.47,10.65,43.0,4.7,POINT (13744617.528245488 1192439.0430787436)
ISCBUL,607732313,2013.464832,2013,6,19,15,55,57,123.39,10.67,17.0,4.8,POINT (13735711.968982026 1194704.530284309)
ISCBUL,607733915,2013.620891,2013,8,15,15,0,21,123.92,10.9,1.0,4.4,POINT (13794711.299102461 1220768.4169744162)
ISCBUL,607736754,2013.795089,2013,10,18,4,58,37,124.14,10.53,33.0,4.4,POINT (13819201.587076982 1178849.2323004256)
ISCBUL,610330404,2014.177173,2014,3,6,16,2,1,123.82,10.59,15.0,4.2,POINT (13783579.350023134 1185643.4725071313)
ISCBUL,610330449,2014.182711,2014,3,8,16,32,51,124.24,10.68,9.0,4.4,POINT (13830333.53615631 1195837.329743653)
ISCBUL,611762932,2014.621726,2014,8,15,22,19,8,123.76,10.56,12.65,4.6,POINT (13776900.180575538 1182246.1866063802)
PIVS,3000035960,2014.857686,2014,11,10,1,19,48,124.29,10.64,2.0,4.9,POINT (13835899.510695972 1191306.3552586213)
PIVS,3000036795,2015.423077,2015,6,4,10,9,9,124.24,10.56,1.0,4.2,POINT (13830333.53615631 1182246.1866063802)
ISCBUL,611783784,2015.622601,2015,8,16,5,59,11,123.89,10.52,33.0,4.5,POINT (13791371.714378662 1177716.9877140394)
ISCBUL,614239392,2015.837568,2015,11,2,17,5,36,124.16,10.73,12.48,4.7,POINT (13821427.976892846 1201501.8870845377)
ISCBUL,611786523,2015.900593,2015,11,25,17,11,55,123.58,10.45,10.0,4.5,POINT (13756862.672232747 1169792.301042875)
PIVS,3000037964,2016.164718,2016,3,1,10,50,9,124.03,10.53,9.0,4.6,POINT (13806956.44308972 1178849.2323004256)
PIVS,3000038043,2016.215037,2016,3,19,22,2,43,123.45,10.64,7.0,4.2,POINT (13742391.138429623 1191306.3552586213)
ISCBUL,616069771,2016.417984,2016,6,2,9,36,23,123.58,10.67,21.0,4.4,POINT (13756862.672232747 1194704.530284309)
ISCBUL,616069864,2016.424536,2016,6,4,19,18,53,124.25,10.12,5.0,4.3,POINT (13831446.731064241 1132456.9028585616)
PIVS,3000038961,2016.794745,2016,10,18,16,6,41,124.12,10.46,1.0,4.7,POINT (13816975.197261117 1170924.289528833)
ISCBUL,616646115,2016.882978,2016,11,20,1,16,21,123.83,10.63,3.0,4.3,POINT (13784692.544931067 1190173.704577682)
PIVS,3000039254,2016.995926,2016,12,31,12,6,56,123.64,10.1,10.0,4.5,POINT (13763541.841680344 1130195.3976388918)
ISCBUL,617754698,2017.215948,2017,3,20,19,42,1,123.73,10.45,19.73,4.7,POINT (13773560.59585174 1169792.301042875)
PIVS,3000040479,2017.510523,2017,7,6,8,10,44,123.87,10.66,15.0,4.1,POINT (13789145.324562797 1193571.76807499)
ISCBUL,618947690,2017.753151,2017,10,2,21,36,7,124.04,10.31,0.0,4.1,POINT (13808069.637997655 1153948.2715247364)
ISCBUL,619892783,2017.870623,2017,11,14,18,39,41,123.62,10.11,17.0,4.1,POINT (13761315.451864477 1131326.1326539454)
ISCBUL,618991355,2018.09781,2018,2,5,16,49,9,124.07,10.62,0.0,4.0,POINT (13811409.22272145 1189041.0909989905)
PIVS,3000041586,2018.153266,2018,2,25,22,36,33,123.71,10.18,33.0,4.1,POINT (13771334.206035873 1139242.26511917)
ISCBUL,619013842,2018.277902,2018,4,12,10,25,32,124.1,10.39,0.0,4.3,POINT (13814748.807445249 1163001.134045003)
ISCBUL,621309478,2018.628681,2018,8,18,11,14,41,124.15,10.2,35.0,4.4,POINT (13820314.781984914 1141504.335717432)
PIVS,3000042899,2018.873244,2018,11,15,17,36,52,123.51,10.34,4.0,4.4,POINT (13749070.307877218 1157342.824533574)
ISCBUL,619194449,2019.986274,2019,12,26,23,45,37,123.63,9.81,0.0,4.1,POINT (13762428.64677241 1097419.2251742997)
ISCBUL,619278783,2020.104419,2020,2,8,7,43,24,124.41,10.49,0.0,4.0,POINT (13849257.849591164 1174320.4739854818)
ISCBUL,624348909,2020.447047,2020,6,13,1,35,22,123.93,10.86,3.57,4.1,POINT (13795824.494010393 1216234.1319285545)
ISCBUL,627233254,2021.063335,2021,1,24,2,48,49,124.04,10.44,10.0,4.1,POINT (13808069.637997655 1168660.348995324)
