Agency,eventID,date,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,geometry
PIVS,3000005801,1982.154441,1982,2,26,8,54,26,124.89,10.62,33.0,3.3,POINT (13902691.205171935 1189041.0909989905)
PIVS,3000005812,1982.175676,1982,3,6,2,55,7,125.06,10.01,33.0,4.0,POINT (13921615.518606793 1120020.3599912424)
ISCBUL,710052,1982.428998,1982,6,6,14,1,23,124.74,10.6,0.0,3.3,POINT (13885993.281552944 1186775.9750006357)
ISCBUL,707825,1982.510312,1982,7,6,6,19,53,124.93,10.09,7.0,2.9,POINT (13907143.98480367 1129064.6977767684)
PIVS,3000006268,1982.707615,1982,9,16,6,42,36,124.79,10.09,61.0,4.0,POINT (13891559.256092608 1129064.6977767684)
ISCBUL,301061912,1982.806655,1982,10,22,10,17,40,125.4,10.61,50.07,5.5,POINT (13959464.145476507 1187908.514485616)
PIVS,3000006446,1982.875344,1982,11,16,12,0,44,124.74,10.23,60.0,3.3,POINT (13885993.281552944 1144897.7081028307)
PIVS,3000006639,1983.029466,1983,1,11,18,7,10,125.26,10.12,235.0,3.3,POINT (13943879.41676545 1132456.9028585616)
PIVS,3000007430,1983.580264,1983,7,31,19,6,55,125.39,10.13,60.0,3.2,POINT (13958350.950568574 1133587.708289378)
PIVS,3000007600,1983.6596,1983,8,29,18,5,46,125.28,9.85,69.0,4.0,POINT (13946105.806581313 1101938.3518183355)
PIVS,3000007896,1983.900192,1983,11,25,13,40,53,125.17,10.3,76.0,3.9,POINT (13933860.662594052 1152816.82575089)
ISCBUL,301077997,1983.900192,1983,11,25,13,40,55,124.86,10.01,30.0,5.4,POINT (13899351.620448137 1120020.3599912424)
ISCBUL,301157537,1984.001798,1984,1,1,15,50,21,124.89,11.02,49.1,5.4,POINT (13902691.205171935 1234374.9393668887)
ISCBUL,301145808,1984.472547,1984,6,22,10,11,26,125.46,9.96,109.0,5.2,POINT (13966143.314924102 1114368.7818282759)
PIVS,3000008424,1984.562018,1984,7,25,6,15,19,125.08,9.87,33.0,3.4,POINT (13923841.908422658 1104198.1204279147)
PIVS,3000008620,1984.855083,1984,11,9,19,34,12,124.89,10.07,33.0,4.1,POINT (13902691.205171935 1126803.4033648113)
PIVS,3000008671,1984.908301,1984,11,29,8,19,7,124.77,10.34,51.0,3.6,POINT (13889332.866276743 1157342.824533574)
PIVS,3000008689,1984.931856,1984,12,7,23,47,3,125.05,10.31,49.0,4.0,POINT (13920502.323698862 1153948.2715247364)
PIVS,3000008734,1985.020738,1985,1,8,13,39,43,124.7,10.8,33.0,3.3,POINT (13881540.501921214 1209433.8422168817)
PIVS,3000008755,1985.056961,1985,1,21,18,58,44,125.1,10.5,30.0,3.2,POINT (13926068.298238523 1175452.6085934301)
PIVS,3000008758,1985.062647,1985,1,23,20,47,6,125.2,10.1,33.0,3.0,POINT (13937200.24731785 1130195.3976388918)
PIVS,3000009170,1985.951461,1985,12,14,6,47,39,125.1,9.9,33.0,5.0,POINT (13926068.298238523 1107588.0307729046)
PIVS,3000009321,1986.42196,1986,6,4,0,22,22,125.5,10.4,33.0,3.0,POINT (13970596.094555834 1164132.9044527772)
ISCBUL,301182970,1986.96355,1986,12,18,16,41,52,125.15,9.75,35.0,4.9,POINT (13931634.272778187 1090641.5572689108)
PIVS,3000009737,1987.497165,1987,7,1,11,9,56,125.4,10.8,65.0,3.2,POINT (13959464.145476507 1209433.8422168817)
PIVS,3000011139,1990.671245,1990,9,3,0,6,21,124.89,10.77,25.0,4.5,POINT (13902691.205171935 1206034.207229132)
PIVS,3000011774,1991.342515,1991,5,6,0,26,7,125.42,10.23,19.0,5.9,POINT (13961690.535292372 1144897.7081028307)
PIVS,3000012121,1991.704235,1991,9,15,1,5,49,124.85,10.91,20.0,5.6,POINT (13898238.425540205 1221902.083397157)
PIVS,3000012163,1991.777734,1991,10,11,20,56,53,124.73,10.41,25.0,5.5,POINT (13884880.086645013 1165264.7111148918)
ISCBUL,301272600,1991.807201,1991,10,22,15,5,2,125.32,9.77,100.0,5.3,POINT (13950558.586213043 1092900.6440182207)
PIVS,3000012697,1992.699412,1992,9,13,16,25,14,125.09,10.53,34.0,4.1,POINT (13924955.103330592 1178849.2323004256)
ISCBUL,301351837,1993.414717,1993,6,1,8,55,3,124.86,9.84,10.0,4.8,POINT (13899351.620448137 1100808.5188901688)
PIVS,3000013451,1994.508009,1994,7,5,10,9,21,125.11,10.39,3.0,6.2,POINT (13927181.493146457 1163001.134045003)
ISCBUL,301313186,1995.486992,1995,6,27,18,2,58,124.61,10.71,35.0,4.7,POINT (13871521.74774982 1199235.951991461)
ISCBUL,301313364,1995.503376,1995,7,3,17,34,34,124.59,10.25,33.0,4.6,POINT (13869295.357933955 1147160.1344465264)
PIVS,3000015007,1996.586431,1996,8,3,5,16,59,125.3,10.42,15.0,4.5,POINT (13948332.196397178 1166396.5540681488)
ISCBUL,1237571,1997.395686,1997,5,25,10,12,40,125.28,10.93,0.0,4.4,POINT (13946105.806581313 1224169.5306958267)
PIVS,3000016818,1998.057823,1998,1,22,2,31,41,124.59,10.58,3.0,4.1,POINT (13869295.357933955 1184511.0069681902)
PIVS,3000016871,1998.113841,1998,2,11,13,14,43,125.06,10.37,21.0,6.0,POINT (13921615.518606793 1160737.7018452962)
ISCBUL,301525762,1998.301606,1998,4,21,2,3,53,124.91,10.98,100.0,4.6,POINT (13904917.5949878 1229838.818318008)
PIVS,3000017311,1998.608454,1998,8,11,2,3,12,124.88,10.9,9.0,4.3,POINT (13901578.010264002 1220768.4169744162)
ISCBUL,1906437,1998.749474,1998,10,1,13,23,36,125.26,10.93,0.0,4.0,POINT (13943879.41676545 1224169.5306958267)
ISCBUL,301559162,1999.567101,1999,7,26,23,48,3,125.49,10.37,120.0,4.8,POINT (13969482.8996479 1160737.7018452962)
PIVS,3000018299,1999.824485,1999,10,28,22,29,19,125.15,10.43,19.0,4.7,POINT (13931634.272778187 1167528.433349355)
ISCBUL,2535294,2000.055297,2000,1,21,7,3,16,125.53,10.33,45.0,4.9,POINT (13973935.679279631 1156211.2708793252)
PIVS,3000018640,2000.236248,2000,3,27,16,52,25,125.29,10.93,104.0,4.3,POINT (13947219.001489248 1224169.5306958267)
ISCBUL,2535665,2000.241832,2000,3,29,18,3,32,125.09,10.09,33.0,4.9,POINT (13924955.103330592 1129064.6977767684)
ISCBUL,2535809,2000.320767,2000,4,27,17,19,8,124.77,10.44,3.0,5.0,POINT (13889332.866276743 1168660.348995324)
ISCGEM,2000001645,2000.350913,2000,5,8,18,50,42,124.8,10.96,15.0,5.6,POINT (13892672.451000541 1227570.988333442)
ISCBUL,301509310,2000.610746,2000,8,12,3,26,49,125.4,10.31,35.0,4.3,POINT (13959464.145476507 1153948.2715247364)
PIVS,3000019140,2000.908335,2000,11,29,8,37,8,125.28,10.65,15.0,4.3,POINT (13946105.806581313 1192439.0430787436)
ISCBUL,3454068,2001.147245,2001,2,23,17,51,57,125.22,10.34,22.0,4.4,POINT (13939426.637133716 1157342.824533574)
PIVS,3000019806,2001.683943,2001,9,7,15,20,39,125.01,10.57,19.0,5.0,POINT (13916049.54406713 1183378.578346907)
ISCBUL,3455833,2001.684044,2001,9,7,16,13,36,124.87,10.2,8.0,4.8,POINT (13900464.815356072 1141504.335717432)
ISCBUL,3456655,2001.972457,2001,12,21,22,43,37,124.93,11.01,44.0,4.4,POINT (13907143.98480367 1233240.8513768238)
ISCBUL,4282793,2002.100168,2002,2,6,13,28,25,125.3,10.44,12.0,4.9,POINT (13948332.196397178 1168660.348995324)
ISCBUL,4283745,2002.389969,2002,5,23,8,7,42,124.8,10.25,74.0,4.8,POINT (13892672.451000541 1147160.1344465264)
ISCBUL,4283925,2002.485989,2002,6,27,9,15,34,125.16,10.31,1.0,4.9,POINT (13932747.46768612 1153948.2715247364)
ISCBUL,4284321,2002.694373,2002,9,11,10,42,31,124.96,10.71,10.0,4.9,POINT (13910483.569527464 1199235.951991461)
PIVS,3000020625,2002.851202,2002,11,7,16,31,48,125.17,10.02,2.0,4.1,POINT (13933860.662594052 1121150.7799480155)
PIVS,3000021159,2003.574429,2003,7,29,16,0,6,124.8,10.15,16.0,5.0,POINT (13892672.451000541 1135849.424976189)
ISCBUL,301634513,2003.667577,2003,9,1,15,58,34,124.6,10.81,200.0,4.1,POINT (13870408.552841885 1210567.1292920122)
PIVS,3000021305,2003.820639,2003,10,27,12,47,57,124.99,10.48,1.0,5.1,POINT (13913823.154251263 1173188.3759632967)
PIVS,3000021709,2004.315188,2004,4,25,16,10,48,125.35,10.69,116.0,5.3,POINT (13953898.170936842 1196970.1664899823)
ISCBUL,301658212,2004.32211,2004,4,28,5,8,46,125.29,10.07,16.95,5.3,POINT (13947219.001489248 1126803.4033648113)
ISCBUL,5540019,2004.322911,2004,4,28,12,12,3,124.87,10.31,6.0,4.9,POINT (13900464.815356072 1153948.2715247364)
ISCBUL,5540517,2004.426863,2004,6,5,15,48,48,124.57,10.59,3.0,4.6,POINT (13867068.968118086 1185643.4725071313)
ISCBUL,6332807,2004.926037,2004,12,5,20,31,58,125.0,10.22,11.0,4.3,POINT (13914936.349159198 1143766.5483937112)
ISCBUL,6333039,2004.990323,2004,12,29,10,45,52,124.95,10.69,4.0,5.0,POINT (13909370.374619534 1196970.1664899823)
ISCBUL,301696813,2005.002749,2005,1,2,0,4,51,125.53,10.03,190.67,5.0,POINT (13973935.679279631 1122281.2347648616)
ISCBUL,7415144,2005.036618,2005,1,14,8,46,40,125.3,10.51,4.0,5.0,POINT (13948332.196397178 1176584.7798239964)
ISCBUL,7418164,2005.512486,2005,7,7,1,22,24,125.12,10.42,1.0,5.0,POINT (13928294.688054388 1166396.5540681488)
ISCBUL,7418485,2005.571943,2005,7,28,18,13,10,124.89,10.01,66.0,4.3,POINT (13902691.205171935 1120020.3599912424)
ISCBUL,7420767,2005.920145,2005,12,2,20,28,3,125.15,10.82,2.0,4.4,POINT (13931634.272778187 1211700.4541351388)
PIVS,3000023287,2006.072828,2006,1,27,13,58,16,125.07,10.1,17.0,5.0,POINT (13922728.713514727 1130195.3976388918)
ISCBUL,8180563,2006.228658,2006,3,25,11,2,33,125.42,10.55,11.0,4.2,POINT (13961690.535292372 1181113.8317097155)
ISCBUL,8181633,2006.421044,2006,6,3,16,20,44,124.65,10.16,106.0,4.6,POINT (13875974.52738155 1136980.3363054874)
ISCBUL,8181921,2006.46802,2006,6,20,19,51,9,125.39,10.51,76.0,4.3,POINT (13958350.950568574 1176584.7798239964)
ISCBUL,8182022,2006.480093,2006,6,25,5,36,54,125.37,9.8,28.0,5.5,POINT (13956124.560752708 1096289.5288369576)
ISCBUL,8183230,2006.688483,2006,9,9,7,6,40,124.96,10.46,1.0,4.9,POINT (13910483.569527464 1170924.289528833)
ISCBUL,8183946,2006.806767,2006,10,22,11,16,30,125.2,10.97,61.0,5.0,POINT (13937200.24731785 1228704.8841450224)
ISCBUL,8184833,2006.966014,2006,12,19,14,16,52,124.97,10.11,62.0,4.9,POINT (13911596.7644354 1131326.1326539454)
ISCBUL,10363590,2007.163523,2007,3,1,16,27,34,124.68,10.65,26.0,4.5,POINT (13879314.11210535 1192439.0430787436)
ISCBUL,10364247,2007.26231,2007,4,6,17,50,22,125.38,10.55,10.0,5.0,POINT (13957237.755660638 1181113.8317097155)
ISCBUL,10364337,2007.280581,2007,4,13,9,53,27,125.15,9.77,33.0,4.9,POINT (13931634.272778187 1092900.6440182207)
ISCBUL,301806148,2007.337352,2007,5,4,3,12,19,125.31,10.15,200.0,4.3,POINT (13949445.391305113 1135849.424976189)
ISCBUL,10365520,2007.468327,2007,6,20,22,32,24,124.81,10.33,45.0,4.7,POINT (13893785.645908473 1156211.2708793252)
ISCBUL,10366382,2007.614801,2007,8,13,9,39,10,124.96,10.67,1.0,4.7,POINT (13910483.569527464 1194704.530284309)
ISCBUL,10368135,2007.92077,2007,12,3,1,56,56,125.06,9.82,3.0,4.7,POINT (13921615.518606793 1098548.9556046324)
PIVS,3000025158,2007.978159,2007,12,24,0,40,12,124.91,10.66,1.0,4.5,POINT (13904917.5949878 1193571.76807499)
ISCBUL,10368592,2007.995551,2007,12,30,9,1,48,124.83,10.23,19.0,4.8,POINT (13896012.03572434 1144897.7081028307)
ISCBUL,301867075,2008.282828,2008,4,13,19,8,52,124.81,10.78,10.0,4.4,POINT (13893785.645908473 1207167.3812224693)
ISCGEM,2000002031,2008.64785,2008,8,25,18,15,58,125.32,10.31,15.0,5.9,POINT (13950558.586213043 1153948.2715247364)
ISCBUL,12160990,2008.785559,2008,10,15,7,12,16,124.82,10.07,33.0,4.4,POINT (13894898.840816407 1126803.4033648113)
ISCBUL,12161191,2008.827071,2008,10,30,12,50,27,124.62,10.53,34.0,4.4,POINT (13872634.942657754 1178849.2323004256)
PIVS,3000026694,2009.079307,2009,1,29,22,43,45,124.75,10.96,4.0,5.5,POINT (13887106.476460878 1227570.988333442)
ISCBUL,13542170,2009.268784,2009,4,9,2,32,38,125.25,9.85,8.0,4.9,POINT (13942766.221857514 1101938.3518183355)
ISCBUL,13543029,2009.451918,2009,6,14,22,48,7,124.54,10.54,5.0,4.9,POINT (13863729.383394292 1179981.5136200252)
ISCBUL,13543233,2009.488608,2009,6,28,8,12,21,124.85,10.11,5.0,4.9,POINT (13898238.425540205 1131326.1326539454)
PIVS,3000027777,2009.995413,2009,12,30,7,48,55,125.29,10.64,119.0,5.8,POINT (13947219.001489248 1191306.3552586213)
ISCBUL,17240368,2010.155314,2010,2,26,16,33,13,124.82,10.17,7.0,4.9,POINT (13894898.840816407 1138111.2830075924)
ISCBUL,17240830,2010.223532,2010,3,23,14,8,11,124.59,10.61,1.0,4.9,POINT (13869295.357933955 1187908.514485616)
ISCBUL,17241931,2010.396396,2010,5,25,16,25,55,125.34,9.83,13.0,4.6,POINT (13952784.97602891 1099678.7201644292)
ISCBUL,17243284,2010.681822,2010,9,6,20,45,29,124.84,10.47,27.0,4.8,POINT (13897125.230632272 1172056.3144900282)
ISCBUL,17243617,2010.744947,2010,9,29,21,43,55,125.03,10.12,22.0,4.9,POINT (13918275.933882995 1132456.9028585616)
PIVS,3000029393,2011.113378,2011,2,11,9,11,21,125.08,10.43,8.0,4.5,POINT (13923841.908422658 1167528.433349355)
PIVS,3000029587,2011.273241,2011,4,10,17,35,23,125.05,10.95,31.0,4.7,POINT (13920502.323698862 1226437.1308461332)
ISCBUL,601886376,2011.464612,2011,6,19,13,59,49,125.22,10.39,18.0,4.9,POINT (13939426.637133716 1163001.134045003)
ISCBUL,16665087,2011.526376,2011,7,12,3,3,26,124.6,10.56,0.0,4.0,POINT (13870408.552841885 1182246.1866063802)
ISCBUL,601888196,2011.810367,2011,10,23,18,48,44,124.81,10.63,55.0,4.2,POINT (13893785.645908473 1190173.704577682)
ISCBUL,601889150,2011.957221,2011,12,16,9,15,24,124.64,10.32,42.0,4.6,POINT (13874861.332473619 1155079.7532219647)
ISCBUL,604899029,2012.176245,2012,3,5,16,21,56,125.23,10.92,107.0,4.6,POINT (13940539.83204165 1223035.7879585926)
ISCBUL,604899446,2012.204036,2012,3,15,21,8,59,125.18,10.33,2.0,5.1,POINT (13934973.857501986 1156211.2708793252)
ISCBUL,604899977,2012.262665,2012,4,6,9,33,11,124.89,10.07,165.0,4.6,POINT (13902691.205171935 1126803.4033648113)
PIVS,3000031757,2012.677044,2012,9,5,11,24,19,125.24,10.81,8.0,5.1,POINT (13941653.02694958 1210567.1292920122)
ISCBUL,605419965,2012.695724,2012,9,12,7,56,14,124.83,10.14,1.0,5.0,POINT (13896012.03572434 1134718.5489830372)
ISCBUL,605420097,2012.706474,2012,9,16,6,37,22,125.1,9.75,104.0,4.8,POINT (13926068.298238523 1090641.5572689108)
PIVS,3000031895,2012.711211,2012,9,18,0,20,39,125.18,10.41,1.0,5.2,POINT (13934973.857501986 1165264.7111148918)
PIVS,3000032711,2013.187832,2013,3,10,13,24,31,125.2,10.87,3.0,4.3,POINT (13937200.24731785 1217367.6461674245)
ISCBUL,607731018,2013.366938,2013,5,14,22,22,25,125.22,10.98,26.0,4.3,POINT (13939426.637133716 1229838.818318008)
ISCBUL,607731068,2013.378677,2013,5,19,5,12,52,124.96,10.72,103.0,4.3,POINT (13910483.569527464 1200368.9008205587)
ISCBUL,607733533,2013.577667,2013,7,30,20,21,32,125.09,10.38,3.0,4.8,POINT (13924955.103330592 1161869.3998547727)
ISCBUL,609814226,2013.70342,2013,9,14,17,57,31,125.44,9.89,35.0,4.9,POINT (13963916.925108237 1106458.0262851487)
ISCBUL,610328850,2014.039912,2014,1,15,13,37,32,124.93,10.68,1.0,5.1,POINT (13907143.98480367 1195837.329743653)
PIVS,3000035395,2014.561639,2014,7,24,23,57,25,125.2,10.3,9.0,5.7,POINT (13937200.24731785 1152816.82575089)
PIVS,3000035509,2014.607085,2014,8,10,14,3,59,124.85,10.66,7.0,4.3,POINT (13898238.425540205 1193571.76807499)
PIVS,3000036926,2015.506368,2015,7,4,19,47,12,124.76,10.2,19.0,4.2,POINT (13888219.671368811 1141504.335717432)
PIVS,3000036987,2015.545026,2015,7,18,22,25,34,125.38,10.54,110.0,4.1,POINT (13957237.755660638 1179981.5136200252)
ISCBUL,611786529,2015.901317,2015,11,25,23,32,11,124.76,10.28,2.0,4.6,POINT (13888219.671368811 1150554.0418263706)
PIVS,3000037880,2016.119791,2016,2,13,23,7,2,125.22,10.51,211.0,5.2,POINT (13939426.637133716 1176584.7798239964)
ISCBUL,616563954,2016.720903,2016,9,21,13,42,48,125.38,10.59,98.0,4.2,POINT (13957237.755660638 1185643.4725071313)
ISCBUL,616646121,2016.883056,2016,11,20,1,57,29,124.78,10.43,5.0,4.5,POINT (13890446.061184676 1167528.433349355)
PIVS,3000039420,2017.111194,2017,2,10,14,3,41,125.39,9.9,9.0,6.7,POINT (13958350.950568574 1107588.0307729046)
ISCBUL,617482277,2017.167194,2017,3,3,0,37,25,124.79,10.14,1.0,4.4,POINT (13891559.256092608 1134718.5489830372)
ISCBUL,618853715,2017.512597,2017,7,7,2,21,11,124.65,10.58,2.0,4.5,POINT (13875974.52738155 1184511.0069681902)
ISCBUL,619441746,2017.58835,2017,8,3,17,56,32,125.04,10.51,9.0,4.3,POINT (13919389.128790928 1176584.7798239964)
PIVS,3000041752,2018.268996,2018,4,9,4,24,13,124.91,10.25,1.0,4.1,POINT (13904917.5949878 1147160.1344465264)
PIVS,3000041764,2018.278734,2018,4,12,17,42,51,125.31,10.68,1.0,4.2,POINT (13949445.391305113 1195837.329743653)
PIVS,3000042462,2018.673792,2018,9,3,22,24,59,125.01,10.43,1.0,4.8,POINT (13916049.54406713 1167528.433349355)
PIVS,3000043022,2018.958343,2018,12,16,19,5,10,124.62,10.56,6.0,4.2,POINT (13872634.942657754 1182246.1866063802)
ISCBUL,622045001,2019.200337,2019,3,15,2,56,56,125.41,10.51,44.0,4.5,POINT (13960577.340384439 1176584.7798239964)
ISCBUL,619133895,2019.368471,2019,5,15,11,48,23,124.85,10.42,0.0,4.2,POINT (13898238.425540205 1166396.5540681488)
ISCBUL,623138637,2019.943265,2019,12,11,7,0,12,124.81,10.19,30.0,4.3,POINT (13893785.645908473 1140373.2826768907)
ISCBUL,624059456,2020.305751,2020,4,22,5,3,23,125.21,10.33,16.94,4.9,POINT (13938313.442225784 1156211.2708793252)
ISCBUL,626239005,2020.447877,2020,6,13,8,53,54,125.34,9.8,16.51,4.4,POINT (13952784.97602891 1096289.5288369576)
ISCBUL,627725751,2021.221821,2021,3,22,23,9,1,125.03,10.47,9.8,4.2,POINT (13918275.933882995 1172056.3144900282)
